Numéro;Référence;Titre;Nom;Prénom;Civilité;Circonscription;Groupe;Type Appartenance;Date de publication JO;Ministère de dépôt;Ministère de réponse;Thème(s);URL Question
0352G;SEQ18050352G;Hausse des taxes sur les carburants;Chasseing;Daniel;M.;Corrèze;Les Indépendants;;2018-05-30;Économie et finances;Action et comptes publics (M. le SE auprès du ministre);Économie et finances, fiscalité;http://www.senat.fr/questions/base/2018/qSEQ18050352G.html
0353G;SEQ18050353G;Grêle et fiscalité agricole;Laurent;Daniel;M.;Charente-Maritime;Les Républicains;;2018-05-30;Premier ministre;Transition écologique et solidaire (Mme la SE auprès du ministre d'État);Environnement,Économie et finances, fiscalité,Agriculture et pêche;http://www.senat.fr/questions/base/2018/qSEQ18050353G.html
0354G;SEQ18050354G;Aléas climatiques pour les viticulteurs;Cazabonne;Alain;M.;Gironde;UC;;2018-05-30;Agriculture et alimentation;Transition écologique et solidaire (Mme la SE auprès du ministre d'État);Agriculture et pêche;http://www.senat.fr/questions/base/2018/qSEQ18050354G.html
0355G;SEQ18050355G;Situation en Italie;Yung;Richard;M.;Français établis hors de France;LaREM;;2018-05-30;Europe et affaires étrangères (M. le SE auprès du ministre);Europe et affaires étrangères (M. le SE auprès du ministre);Affaires étrangères et coopération,Union européenne;http://www.senat.fr/questions/base/2018/qSEQ18050355G.html
0356G;SEQ18050356G;Propos du procureur de la République de Paris;Karoutchi;Roger;M.;Hauts-de-Seine;Les Républicains;;2018-05-30;Premier ministre;Relations avec le Parlement;Justice;http://www.senat.fr/questions/base/2018/qSEQ18050356G.html
0357G;SEQ18050357G;Séismes à Mayotte;Mohamed Soilihi;Thani;M.;Mayotte;LaREM;;2018-05-30;Outre-mer;Intérieur (Mme la ministre auprès du ministre d'État);Environnement,Outre-mer;http://www.senat.fr/questions/base/2018/qSEQ18050357G.html
0358G;SEQ18050358G;Politique agricole commune;Bizet;Jean;M.;Manche;Les Républicains;;2018-05-30;Premier ministre;Europe et affaires étrangères (M. le SE auprès du ministre);Agriculture et pêche,Union européenne;http://www.senat.fr/questions/base/2018/qSEQ18050358G.html
0359G;SEQ18050359G;Intempéries en Nouvelle-Aquitaine;Cartron;Françoise;Mme;Gironde;SOCR;;2018-05-30;Agriculture et alimentation;Transition écologique et solidaire (Mme la SE auprès du ministre d'État);Environnement,Agriculture et pêche;http://www.senat.fr/questions/base/2018/qSEQ18050359G.html
0360G;SEQ18060360G;Handicap et accessibilité des logements sociaux;Watrin;Dominique;M.;Pas-de-Calais;CRCE;;2018-06-08;Premier ministre;Relations avec le Parlement;Logement et urbanisme,Questions sociales et santé;http://www.senat.fr/questions/base/2018/qSEQ18060360G.html
0361G;SEQ18060361G;Politique agricole commune;Harribey;Laurence;Mme;Gironde;SOCR;;2018-06-08;Affaires européennes;Affaires européennes;Union européenne,Agriculture et pêche;http://www.senat.fr/questions/base/2018/qSEQ18060361G.html
0362G;SEQ18060362G;Panthéonisation de Roland Garros;Lagourgue;Jean-Louis;M.;La Réunion;Les Indépendants;;2018-06-08;Culture;Relations avec le Parlement;Société,Culture;http://www.senat.fr/questions/base/2018/qSEQ18060362G.html
0363G;SEQ18060363G;Rapport parlementaire sur la Seine-Saint-Denis;Dallier;Philippe;M.;Seine-Saint-Denis;Les Républicains;;2018-06-08;Premier ministre;Intérieur;Collectivités territoriales;http://www.senat.fr/questions/base/2018/qSEQ18060363G.html
0364G;SEQ18060364G;Sanctions américaines envers l'Iran;Goulet;Nathalie;Mme;Orne;UC;;2018-06-08;Économie et finances;Économie et finances (Mme la SE auprès du ministre);Affaires étrangères et coopération,Entreprises;http://www.senat.fr/questions/base/2018/qSEQ18060364G.html
0365G;SEQ18060365G;Lycées professionnels;Lévrier;Martin;M.;Yvelines;LaREM;;2018-06-08;Éducation nationale;Relations avec le Parlement;Éducation;http://www.senat.fr/questions/base/2018/qSEQ18060365G.html
0366G;SEQ18060366G;EHPAD;Gold;Éric;M.;Puy-de-Dôme;RDSE;;2018-06-08;Solidarités et santé;Relations avec le Parlement;Questions sociales et santé;http://www.senat.fr/questions/base/2018/qSEQ18060366G.html
0367G;SEQ18060367G;Situation de l'audiovisuel public;Lepage;Claudine;Mme;Français établis hors de France;SOCR;;2018-06-08;Culture;Relations avec le Parlement;Culture;http://www.senat.fr/questions/base/2018/qSEQ18060367G.html
0368G;SEQ18060368G;Biocarburants;Lamure;Élisabeth;Mme;Rhône;Les Républicains;;2018-06-08;Agriculture et alimentation;Économie et finances (Mme la SE auprès du ministre);Énergie,Agriculture et pêche;http://www.senat.fr/questions/base/2018/qSEQ18060368G.html
0369G;SEQ18060369G;Situation des hôpitaux;Prince;Jean-Paul;M.;Loir-et-Cher;UC;;2018-06-08;Solidarités et santé;Relations avec le Parlement;Questions sociales et santé;http://www.senat.fr/questions/base/2018/qSEQ18060369G.html
0370G;SEQ18060370G;Situation humanitaire au Yémen;Amiel;Michel;M.;Bouches-du-Rhône;LaREM;;2018-06-08;Affaires européennes;Affaires européennes;Affaires étrangères et coopération;http://www.senat.fr/questions/base/2018/qSEQ18060370G.html
0371G;SEQ18060371G;Mépris envers les institutions;Mandelli;Didier;M.;Vendée;Les Républicains;;2018-06-08;Premier ministre;Relations avec le Parlement;Pouvoirs publics et Constitution;http://www.senat.fr/questions/base/2018/qSEQ18060371G.html
0372G;SEQ18060372G;Gens du voyage;Pellevat;Cyril;M.;Haute-Savoie;Les Républicains;;2018-06-08;Intérieur;Intérieur (Mme la ministre auprès du ministre d'État);Collectivités territoriales;http://www.senat.fr/questions/base/2018/qSEQ18060372G.html
0373G;SEQ18060373G;Aquarius;Bigot;Jacques;M.;Bas-Rhin;SOCR;;2018-06-13;Premier ministre;Intérieur;Union européenne,Affaires étrangères et coopération;http://www.senat.fr/questions/base/2018/qSEQ18060373G.html
0374G;SEQ18060374G;Échec du G7;Wattebled;Dany;M.;Nord;Les Indépendants;;2018-06-13;Europe et affaires étrangères;Affaires européennes;Affaires étrangères et coopération;http://www.senat.fr/questions/base/2018/qSEQ18060374G.html
0375G;SEQ18060375G;Concert du rappeur Médine au Bataclan;Meurant;Sébastien;M.;Val-d'Oise;Les Républicains;;2018-06-13;Premier ministre;Premier ministre;Culture,Police et sécurité;http://www.senat.fr/questions/base/2018/qSEQ18060375G.html
0376G;SEQ18060376G;Crise agricole et huile de palme;Guidez;Jocelyne;Mme;Essonne;UC;;2018-06-13;Agriculture et alimentation;Transition écologique et solidaire (Mme la SE auprès du ministre d'État);Agriculture et pêche,Énergie;http://www.senat.fr/questions/base/2018/qSEQ18060376G.html
0377G;SEQ18060377G;G7 et défense européenne;Navarro;Robert;M.;Hérault;LaREM;-R;2018-06-13;Premier ministre;Affaires européennes;Affaires étrangères et coopération,Défense,Union européenne;http://www.senat.fr/questions/base/2018/qSEQ18060377G.html
0378G;SEQ18060378G;Parcoursup en Île-de-France;Léonhardt;Olivier;M.;Essonne;RDSE;;2018-06-13;Enseignement supérieur, recherche et innovation;Éducation nationale;Éducation;http://www.senat.fr/questions/base/2018/qSEQ18060378G.html
0379G;SEQ18060379G;Annonce de la suppression des pensions de réversion;Brulin;Céline;Mme;Seine-Maritime;CRCE;;2018-06-13;Solidarités et santé;Solidarités et santé;Travail,Questions sociales et santé;http://www.senat.fr/questions/base/2018/qSEQ18060379G.html
0380G;SEQ18060380G;Prélèvement à la source;Gruny;Pascale;Mme;Aisne;Les Républicains;;2018-06-13;Action et comptes publics;Action et comptes publics (M. le SE auprès du ministre);Économie et finances, fiscalité;http://www.senat.fr/questions/base/2018/qSEQ18060380G.html
0381G;SEQ18060381G;Fermeture des centrales thermiques à charbon;Dantec;Ronan;M.;Loire-Atlantique;RDSE;-R;2018-06-13;Transition écologique et solidaire;Transition écologique et solidaire (Mme la SE auprès du ministre d'État);Environnement,Énergie;http://www.senat.fr/questions/base/2018/qSEQ18060381G.html
0382G;SEQ18060382G;Pouvoir d'achat et gazole;Chevrollier;Guillaume;M.;Mayenne;Les Républicains;;2018-06-13;Économie et finances;Économie et finances (Mme la SE auprès du ministre);Énergie,Économie et finances, fiscalité;http://www.senat.fr/questions/base/2018/qSEQ18060382G.html
0383G;SEQ18060383G;Huile de palme;Tissot;Jean-Claude;M.;Loire;SOCR;;2018-06-13;Agriculture et alimentation;Transition écologique et solidaire (Mme la SE auprès du ministre d'État);Environnement,Énergie;http://www.senat.fr/questions/base/2018/qSEQ18060383G.html
0384G;SEQ18060384G;Fiscalité des bâtiments à usage industriel;Adnot;Philippe;M.;Aube;NI;;2018-06-13;Action et comptes publics;Action et comptes publics (M. le SE auprès du ministre);Économie et finances, fiscalité;http://www.senat.fr/questions/base/2018/qSEQ18060384G.html
0385G;SEQ18060385G;Achat du foncier agricole par des entreprises étrangères;Guerriau;Joël;M.;Loire-Atlantique;Les Indépendants;;2018-06-22;Premier ministre;Agriculture et alimentation;Agriculture et pêche,Aménagement du territoire;http://www.senat.fr/questions/base/2018/qSEQ18060385G.html
0386G;SEQ18060386G;Gabegie des mutuelles;Milon;Alain;M.;Vaucluse;Les Républicains;;2018-06-22;Solidarités et santé;Solidarités et santé;Sécurité sociale;http://www.senat.fr/questions/base/2018/qSEQ18060386G.html
0387G;SEQ18060387G;Projet de loi « PACTE » et privatisations;Loisier;Anne-Catherine;Mme;Côte-d'Or;UC;-R;2018-06-22;Économie et finances;Porte-parole Gouvernement;Entreprises;http://www.senat.fr/questions/base/2018/qSEQ18060387G.html
0388G;SEQ18060388G;État de la contractualisation;Richard;Alain;M.;Val-d'Oise;LaREM;;2018-06-22;Premier ministre;Premier ministre;Collectivités territoriales;http://www.senat.fr/questions/base/2018/qSEQ18060388G.html
0389G;SEQ18060389G;Gestion de la crise migratoire avec l'Allemagne;Arnell;Guillaume;M.;Saint-Martin;RDSE;;2018-06-22;Europe et affaires étrangères;Intérieur;Union européenne,Affaires étrangères et coopération;http://www.senat.fr/questions/base/2018/qSEQ18060389G.html
0390G;SEQ18060390G;Contractualisation entre l'État et les collectivités;Savoldelli;Pascal;M.;Val-de-Marne;CRCE;;2018-06-22;Action et comptes publics;Intérieur;Collectivités territoriales;http://www.senat.fr/questions/base/2018/qSEQ18060390G.html
0391G;SEQ18060391G;Expérimentation du revenu de base et pauvreté;Grelet-Certenais;Nadine;Mme;Sarthe;SOCR;;2018-06-22;Solidarités et santé;Solidarités et santé;Questions sociales et santé;http://www.senat.fr/questions/base/2018/qSEQ18060391G.html
0392G;SEQ18060392G;Calendrier du Grand Paris express et logement en Île-de-France;Primas;Sophie;Mme;Yvelines;Les Républicains;;2018-06-22;Premier ministre;Transition écologique et solidaire (Mme la SE auprès du ministre d'État);Aménagement du territoire,Transports,Logement et urbanisme;http://www.senat.fr/questions/base/2018/qSEQ18060392G.html
0393G;SEQ18060393G;Représentation parlementaire ultramarine;Tetuanui;Lana;Mme;Polynésie française;UC;-A;2018-06-22;Intérieur;Outre-mer;Pouvoirs publics et Constitution,Outre-mer;http://www.senat.fr/questions/base/2018/qSEQ18060393G.html
0394G;SEQ18060394G;Suppression de l'« exit tax »;Jouve;Mireille;Mme;Bouches-du-Rhône;RDSE;;2018-06-22;Action et comptes publics;Relations avec le Parlement;Entreprises,Économie et finances, fiscalité;http://www.senat.fr/questions/base/2018/qSEQ18060394G.html
0395G;SEQ18060395G;Privatisations;Devinaz;Gilbert-Luc;M.;Rhône;SOCR;;2018-06-22;Économie et finances;Porte-parole Gouvernement;Entreprises;http://www.senat.fr/questions/base/2018/qSEQ18060395G.html
0396G;SEQ18060396G;Pensions de réversion;Savary;René-Paul;M.;Marne;Les Républicains;;2018-06-22;Solidarités et santé;Solidarités et santé;Sécurité sociale,Questions sociales et santé,Famille;http://www.senat.fr/questions/base/2018/qSEQ18060396G.html
0397G;SEQ18060397G;Politique économique;Vaspart;Michel;M.;Côtes-d'Armor;Les Républicains;;2018-06-22;Économie et finances;Relations avec le Parlement;Économie et finances, fiscalité;http://www.senat.fr/questions/base/2018/qSEQ18060397G.html
0398G;SEQ18060398G;Négligence de l'État envers les collectivités;Huré;Benoît;M.;Ardennes;Les Républicains;;2018-06-27;Premier ministre;Premier ministre;Collectivités territoriales;http://www.senat.fr/questions/base/2018/qSEQ18060398G.html
0399G;SEQ18060399G;Avenir des pensions de réversion;Luche;Jean-Claude;M.;Aveyron;UC;;2018-06-27;Économie et finances;Premier ministre;Questions sociales et santé,Sécurité sociale,Famille;http://www.senat.fr/questions/base/2018/qSEQ18060399G.html
0400G;SEQ18060400G;Pensions de réversion;Amiel;Michel;M.;Bouches-du-Rhône;LaREM;;2018-06-27;Économie et finances;Solidarités et santé;Questions sociales et santé,Famille,Sécurité sociale;http://www.senat.fr/questions/base/2018/qSEQ18060400G.html
0401G;SEQ18060401G;Désertification médicale;Guillotin;Véronique;Mme;Meurthe-et-Moselle;RDSE;;2018-06-27;Solidarités et santé;Solidarités et santé;Questions sociales et santé,Aménagement du territoire;http://www.senat.fr/questions/base/2018/qSEQ18060401G.html
0402G;SEQ18060402G;Situation des hôpitaux en Guyane et en métropole;Cohen;Laurence;Mme;Val-de-Marne;CRCE;;2018-06-27;Solidarités et santé;Solidarités et santé;Questions sociales et santé,Outre-mer;http://www.senat.fr/questions/base/2018/qSEQ18060402G.html
0403G;SEQ18060403G;Présidence de la République et laïcité;Duran;Alain;M.;Ariège;SOCR;;2018-06-27;Premier ministre;Intérieur (Mme la ministre auprès du ministre d'État);Pouvoirs publics et Constitution;http://www.senat.fr/questions/base/2018/qSEQ18060403G.html
0404G;SEQ18060404G;Zone euro;Capus;Emmanuel;M.;Maine-et-Loire;Les Indépendants;;2018-06-27;Économie et finances;Économie et finances (Mme la SE auprès du ministre);Union européenne,Économie et finances, fiscalité;http://www.senat.fr/questions/base/2018/qSEQ18060404G.html
0405G;SEQ18060405G;Dépense publique;Lavarde;Christine;Mme;Hauts-de-Seine;Les Républicains;;2018-06-27;Premier ministre;Économie et finances (Mme la SE auprès du ministre);Économie et finances, fiscalité;http://www.senat.fr/questions/base/2018/qSEQ18060405G.html
0406G;SEQ18060406G;Agence européenne des réfugiés;Gattolin;André;M.;Hauts-de-Seine;LaREM;;2018-06-27;Affaires européennes;Europe et affaires étrangères (M. le SE auprès du ministre);Union européenne,Affaires étrangères et coopération;http://www.senat.fr/questions/base/2018/qSEQ18060406G.html
0407G;SEQ18060407G;Trafiquants de drogue;Saury;Hugues;M.;Loiret;Les Républicains;-A;2018-06-27;Justice;Justice;Justice,Police et sécurité;http://www.senat.fr/questions/base/2018/qSEQ18060407G.html
0408G;SEQ18060408G;Transformation de l'ISF;Houllegatte;Jean-Michel;M.;Manche;SOCR;;2018-06-27;Économie et finances (Mme la SE auprès du ministre);Économie et finances (Mme la SE auprès du ministre);Économie et finances, fiscalité;http://www.senat.fr/questions/base/2018/qSEQ18060408G.html
0409G;SEQ18070409G;Évasion de Rédoine Faïd;Vullien;Michèle;Mme;Rhône;UC;-A;2018-07-06;Justice;Justice;Justice;http://www.senat.fr/questions/base/2018/qSEQ18070409G.html
0410G;SEQ18070410G;Immigration;de Belenet;Arnaud;M.;Seine-et-Marne;LaREM;;2018-07-06;Premier ministre;Intérieur (Mme la ministre auprès du ministre d'État);Affaires étrangères et coopération;http://www.senat.fr/questions/base/2018/qSEQ18070410G.html
0411G;SEQ18070411G;Plan biodiversité;Labbé;Joël;M.;Morbihan;RDSE;-R;2018-07-06;Transition écologique et solidaire;Transition écologique et solidaire;Environnement;http://www.senat.fr/questions/base/2018/qSEQ18070411G.html
0412G;SEQ18070412G;Suppression de la référence à la sécurité sociale dans la Constitution;Assassi;Éliane;Mme;Seine-Saint-Denis;CRCE;;2018-07-06;Premier ministre;Premier ministre;Pouvoirs publics et Constitution,Sécurité sociale;http://www.senat.fr/questions/base/2018/qSEQ18070412G.html
0413G;SEQ18070413G;Organisation du travail législatif;Kanner;Patrick;M.;Nord;SOCR;;2018-07-06;Premier ministre;Premier ministre;Pouvoirs publics et Constitution;http://www.senat.fr/questions/base/2018/qSEQ18070413G.html
0414G;SEQ18070414G;Effondrement du marché des moteurs diesel;Fouché;Alain;M.;Vienne;Les Indépendants;;2018-07-06;Économie et finances;Économie et finances;Entreprises;http://www.senat.fr/questions/base/2018/qSEQ18070414G.html
0415G;SEQ18070415G;État des forces de sécurité;Grosdidier;François;M.;Moselle;Les Républicains;;2018-07-06;Premier ministre;Intérieur (Mme la ministre auprès du ministre d'État);Budget,Police et sécurité;http://www.senat.fr/questions/base/2018/qSEQ18070415G.html
0416G;SEQ18070416G;Surveillance de la zone économique maritime;Poadja;Gérard;M.;Nouvelle-Calédonie;UC;-A;2018-07-06;Armées;Armées (Mme la SE auprès de la ministre);Outre-mer,Défense,Agriculture et pêche;http://www.senat.fr/questions/base/2018/qSEQ18070416G.html
0417G;SEQ18070417G;Feuille de route pour l'économie circulaire ;Marchand;Frédéric;M.;Nord;LaREM;;2018-07-06;Transition écologique et solidaire (Mme la SE auprès du ministre d'État);Transition écologique et solidaire (Mme la SE auprès du ministre d'État);Économie et finances, fiscalité,Environnement;http://www.senat.fr/questions/base/2018/qSEQ18070417G.html
0418G;SEQ18070418G;Situation des hôpitaux et EHPAD en période estivale;Dagbert;Michel;M.;Pas-de-Calais;SOCR;;2018-07-06;Solidarités et santé;Relations avec le Parlement;Questions sociales et santé;http://www.senat.fr/questions/base/2018/qSEQ18070418G.html
